-1.859780000000000322e-01,2.079681000000000335e+00,-3.031638000000000499e+00,-1.769449999999999745e+00,8.299998499999999524e+01
-1.859847548679738893e-01,2.079677674544854860e+00,-3.031623526365602839e+00,-1.768941697663482859e+00,8.299923502123614583e+01
-1.860050182546512665e-01,2.079667702696022857e+00,-3.031580142179447712e+00,-1.767417774909868289e+00,8.299698533971660197e+01
-1.860387916281604770e-01,2.079651095480895773e+00,-3.031507946573668288e+00,-1.764880797894353925e+00,8.299323615091154238e+01
-1.860860739539784425e-01,2.079627872983006220e+00,-3.031407112038916107e+00,-1.761335300332061315e+00,8.298798816571532200e+01
-1.861468712148016680e-01,2.079598059656964537e+00,-3.031277863878512946e+00,-1.756787062912895658e+00,8.298124155181564277e+01
-1.862211846131192894e-01,2.079561690113121752e+00,-3.031120505056980274e+00,-1.751243989312283533e+00,8.297299724042746050e+01
-1.863090248721617215e-01,2.079518802102255037e+00,-3.030935385482171007e+00,-1.744715027437168553e+00,8.296325533615063819e+01
-1.864104076966016099e-01,2.079469438764822264e+00,-3.030722911495819627e+00,-1.737210504046266646e+00,8.295201561757548347e+01
-1.865253349989159926e-01,2.079413657754563882e+00,-3.030483584637586603e+00,-1.728743498262288902e+00,8.293927961353109879e+01
-1.866538292329570636e-01,2.079351514529196088e+00,-3.030217929254698905e+00,-1.719327287651963410e+00,8.292504679165006110e+01
-1.867959021909956496e-01,2.079283077514554101e+00,-3.029926557072809334e+00,-1.708977635129305561e+00,8.290931801071997143e+01
-1.869515710389275109e-01,2.079208420304951677e+00,-3.029610133007293982e+00,-1.697711585330540229e+00,8.289209373631327082e+01
-1.871208598751617769e-01,2.079127620949425381e+00,-3.029269371555795232e+00,-1.685547338712491294e+00,8.287337386158534969e+01
-1.873006290831077392e-01,2.079042263388986012e+00,-3.028911316561770484e+00,-1.672729399682858054e+00,8.285350796324210876e+01
-1.874817281611261544e-01,2.078956735898301211e+00,-3.028554555209394650e+00,-1.659919648411050996e+00,8.283350839372999985e+01
-1.876629448100418374e-01,2.078871615680313756e+00,-3.028201504728113669e+00,-1.647204569150164444e+00,8.281350905219125025e+01
-1.878442756064217234e-01,2.078786904351618059e+00,-3.027852160861219666e+00,-1.634584092167305602e+00,8.279351020050570753e+01
-1.880257228256742574e-01,2.078702600844208881e+00,-3.027506508087179249e+00,-1.622057743418444664e+00,8.277351147038426404e+01
-1.882072870216967564e-01,2.078618704897272629e+00,-3.027164534129005879e+00,-1.609625166576735600e+00,8.275351268245927372e+01
-1.883889669750955786e-01,2.078535217058901541e+00,-3.026826229862900952e+00,-1.597286121644528434e+00,8.273351385135715930e+01
-1.885707617701991856e-01,2.078452137716959580e+00,-3.026491585326569922e+00,-1.585040340650586188e+00,8.271351495665764730e+01
-1.887526701622409264e-01,2.078369467389675762e+00,-3.026160590895855318e+00,-1.572887570583496153e+00,8.269351601254713557e+01
-1.889346910204438845e-01,2.078287206521744146e+00,-3.025833236457300401e+00,-1.560827543237247150e+00,8.267351701903716332e+01
-1.891168234562060346e-01,2.078205355428284662e+00,-3.025509511193382295e+00,-1.548859967129226467e+00,8.265351794793164686e+01
-1.892990659425914102e-01,2.078123914690219287e+00,-3.025189405144875998e+00,-1.536984585287363814e+00,8.263351883950244314e+01
-1.894814176222661128e-01,2.078042884566640325e+00,-3.024872906887416502e+00,-1.525201089342278493e+00,8.261351965887581628e+01
-1.896638771567848991e-01,2.077962265510187034e+00,-3.024560005562311638e+00,-1.513509194761199161e+00,8.259352042234145586e+01
-1.898464433642297888e-01,2.077882057881621058e+00,-3.024250689752665977e+00,-1.501908599196973171e+00,8.257352112736694494e+01
-1.900291152629131064e-01,2.077802261932720551e+00,-3.023944947426628005e+00,-1.490398980161647291e+00,8.255352174786447961e+01
-1.902118912533536377e-01,2.077722878163009046e+00,-3.023642767301664147e+00,-1.478980046441067842e+00,8.253352232373575248e+01
-1.903947704184388301e-01,2.077643906752175695e+00,-3.023344136671547222e+00,-1.467651456256436227e+00,8.251352281853723980e+01
-1.905777513230773323e-01,2.077565348082411223e+00,-3.023049043399144153e+00,-1.456412892471805387e+00,8.249352325084886672e+01
-1.907608253804116416e-01,2.077487205555196059e+00,-3.022757486362098955e+00,-1.445264463468300509e+00,8.247352441859106875e+01
-1.909439854897930222e-01,2.077409481847629191e+00,-3.022469461241184430e+00,-1.434206165300966118e+00,8.245352695409542321e+01
-1.911272531850580769e-01,2.077332167511890315e+00,-3.022184918794585506e+00,-1.423236267728420934e+00,8.243352836289150787e+01
-1.913106252062708457e-01,2.077255263670999330e+00,-3.021903849060714187e+00,-1.412354544748407381e+00,8.241352885752536395e+01
-1.914940799029789531e-01,2.077178779049656310e+00,-3.021626269270841103e+00,-1.401561835570092507e+00,8.239353065261281017e+01
-1.916776219433443673e-01,2.077102711273154600e+00,-3.021352155718428190e+00,-1.390857401839405316e+00,8.237353308981009548e+01
-1.918612567320182039e-01,2.077027057700152390e+00,-3.021081483798569778e+00,-1.380240467230621881e+00,8.235353543028809042e+01
-1.920449825567725199e-01,2.076951818637876368e+00,-3.020814239420253955e+00,-1.369710667245094493e+00,8.233353770947320527e+01
-1.922287983625841634e-01,2.076876994099481344e+00,-3.020550407231504142e+00,-1.359267591544174092e+00,8.231353988956831813e+01
-1.924127025168950733e-01,2.076802584310170285e+00,-3.020289972419461844e+00,-1.348910854821208094e+00,8.229354199396230740e+01
-1.925966938880753210e-01,2.076728589267700986e+00,-3.020032919158844642e+00,-1.338640035437921538e+00,8.227354398989307072e+01
-1.927807707984537933e-01,2.076655009165711885e+00,-3.019779232092703936e+00,-1.328454734337119136e+00,8.225354590229380847e+01
-1.929649316659351188e-01,2.076581844132919574e+00,-3.019528895414939740e+00,-1.318354538680767796e+00,8.223354774400272049e+01
-1.931491753564559266e-01,2.076509094095541741e+00,-3.019281892410524915e+00,-1.308339003021483427e+00,8.221354947754343812e+01
-1.933335001344885784e-01,2.076436759193301729e+00,-3.019038206875246377e+00,-1.298407706684302720e+00,8.219355112907598482e+01
