6664	X	Z	S	Y	A	B	V	W
-0.677174	1.750000	-0.100000	-90.000000	2.050000	-0.000000	0.000000	0.000000	0.000000
-0.667196	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.657174	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
-0.647190	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.637192	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.627158	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
-0.617143	1.750000	-0.100000	-90.000000	2.050000	-0.000000	0.000000	0.000000	0.000000
-0.607171	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.597162	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.587174	1.750000	-0.100000	-90.000000	2.050000	-0.000000	-0.000000	0.000000	0.000000
-0.577168	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.567154	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.557145	1.750000	-0.100000	-90.000000	2.050000	-0.000000	0.000000	0.000000	0.000000
-0.547159	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
-0.537158	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.527154	1.750000	-0.100000	-90.000000	2.050000	-0.000000	0.000000	0.000000	0.000000
-0.517158	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.507165	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.497143	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
-0.487145	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.477142	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.467137	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.457135	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
-0.447109	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
-0.437147	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.427153	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.417172	1.750000	-0.100000	-90.000000	2.050000	0.000000	0.000000	0.000000	0.000000
-0.407162	1.750000	-0.100000	-90.000000	2.050000	0.000000	-0.000000	0.000000	0.000000
