24230	Buffer Level	Buffer Control PID Delays
1.540246	0.000000	0.000000
1.550020	0.000000	0.000000
1.560025	0.000000	0.000000
1.570005	0.000000	0.000000
1.575464	0.000000	0.000000
1.580060	0.000000	0.000000
1.590055	0.000000	0.000000
1.600005	0.000000	0.000000
1.610030	0.000000	0.000000
1.620041	0.000000	0.000000
1.625464	0.000000	0.000000
1.630021	0.000000	0.000000
1.640043	0.000000	0.000000
1.650056	0.000000	0.000000
1.660050	0.000000	0.000000
1.670036	0.000000	0.000000
1.675585	0.000000	0.000000
1.680079	0.000000	0.000000
1.690059	0.000000	0.000000
1.700106	0.000000	0.000000
1.710051	0.000000	0.000000
1.720058	0.000000	0.000000
1.725584	0.000000	0.000000
1.730055	0.000000	0.000000
1.740058	0.000000	0.000000
1.750041	0.000000	0.000000
1.760024	0.000000	0.000000
1.770030	0.000000	0.000000
1.776505	0.000000	0.000000
1.780098	0.000000	0.000000
1.790001	0.000000	0.000000
1.800029	0.000000	0.000000
1.810040	0.000000	0.000000
1.820022	0.000000	0.000000
1.830028	0.000000	0.000000
1.840021	0.000000	0.000000
1.850016	0.000000	0.000000
1.860000	0.000000	0.000000
1.870001	0.000000	0.000000
1.880014	0.000000	0.000000
1.890014	0.000000	0.000000
1.900017	0.000000	0.000000
1.910003	0.000000	0.000000
1.919998	0.000000	0.000000
1.930015	0.000000	0.000000
1.940016	0.000000	0.000000
1.950023	0.000000	0.000000
1.960017	0.000000	0.000000
1.970000	0.000000	0.000000
1.980002	0.000000	0.000000
1.990002	0.000000	0.000000
2.000030	0.000000	0.000000
1.827423	0.000000	0.000000
1.877455	0.000000	0.000000
1.928123	0.000000	0.000000
1.979117	0.000000	0.000000
2.010033	0.000000	0.000000
2.020018	0.000000	0.000000
2.030058	0.000000	0.000000
2.030694	0.000000	0.000000
2.040015	0.000000	0.000000
2.050025	0.000000	0.000000
2.060027	0.000000	0.000000
2.070038	0.000000	0.000000
2.080034	0.000000	0.000000
2.081755	0.000000	0.000000
2.090046	0.000000	0.000000
2.100002	0.000000	0.000000
2.110050	0.000000	0.000000
2.120026	0.000000	0.000000
2.130037	0.000000	0.000000
2.140021	0.000000	0.000000
2.150038	0.000000	0.000000
2.160043	0.000000	0.000000
2.170029	0.000000	0.000000
2.180043	0.000000	0.000000
2.190049	0.000000	0.000000
2.200117	0.000000	0.000000
2.210052	0.000000	0.000000
2.220057	0.000000	0.000000
2.230055	0.000000	0.000000
2.240044	0.000000	0.000000
2.250019	0.000000	0.000000
2.260007	0.000000	0.000000
2.270028	0.000000	0.000000
2.280107	0.000000	0.000000
2.290006	0.000000	0.000000
2.300047	0.000000	0.000000
2.310025	0.000000	0.000000
2.320033	0.000000	0.000000
2.330015	0.000000	0.000000
2.340007	0.000000	0.000000
2.349996	0.000000	0.000000
2.360001	0.000000	0.000000
2.370021	0.000000	0.000000
2.380004	0.000000	0.000000
2.390126	0.000000	0.000000
2.400012	0.000000	0.000000
2.410064	0.000000	0.000000
2.420009	0.000000	0.000000
2.430014	0.000000	0.000000
2.440034	0.000000	0.000000
2.450342	0.000000	0.000000
2.460033	0.000000	0.000000
2.470000	0.000000	0.000000
2.480028	0.000000	0.000000
2.490050	0.000000	0.000000
2.500024	0.000000	0.000000
2.134594	0.000000	0.000000
2.185951	0.000000	0.000000
2.235954	0.000000	0.000000
2.288743	0.000000	0.000000
2.344532	0.000000	0.000000
2.395495	0.000000	0.000000
2.445820	0.000000	0.000000
2.496413	0.000000	0.000000
2.510124	0.000000	0.000000
2.520035	0.000000	0.000000
2.530092	0.000000	0.000000
2.540035	0.000000	0.000000
2.546414	0.000000	0.000000
2.550045	0.000000	0.000000
2.560057	0.000000	0.000000
2.570059	0.000000	0.000000
2.580041	0.000000	0.000000
2.590066	0.000000	0.000000
2.596442	0.000000	0.000000
2.600023	0.000000	0.000000
2.610048	0.000000	0.000000
2.620053	0.000000	0.000000
2.630016	0.000000	0.000000
2.640005	0.000000	0.000000
2.646519	0.000000	0.000000
2.650055	0.000000	0.000000
2.660063	0.000000	0.000000
2.669991	0.000000	0.000000
2.679987	0.000000	0.000000
2.689987	0.000000	0.000000
2.696518	0.000000	0.000000
2.700020	0.000000	0.000000
2.709990	0.000000	0.000000
2.719989	0.000000	0.000000
2.729988	0.000000	0.000000
2.740051	0.000000	0.000000
2.750061	0.000000	0.000000
2.760002	0.000000	0.000000
2.769996	0.000000	0.000000
2.780057	0.000000	0.000000
2.790014	0.000000	0.000000
2.800058	0.000000	0.000000
2.810044	0.000000	0.000000
2.820039	0.000000	0.000000
2.830047	0.000000	0.000000
2.840038	0.000000	0.000000
2.850041	0.000000	0.000000
2.860042	0.000000	0.000000
2.870036	0.000000	0.000000
2.880006	0.000000	0.000000
2.890025	0.000000	0.000000
2.900008	0.000000	0.000000
2.910014	0.000000	0.000000
2.920000	0.000000	0.000000
2.930002	0.000000	0.000000
2.940002	0.000000	0.000000
2.950089	0.000000	0.000000
2.960030	0.000000	0.000000
2.970030	0.000000	0.000000
2.980038	0.000000	0.000000
2.990050	0.000000	0.000000
3.000041	0.000000	0.000000
2.747439	0.000000	0.000000
2.798486	0.000000	0.000000
2.848504	0.000000	0.000000
2.899513	0.000000	0.000000
2.949564	0.000000	0.000000
3.000827	0.000000	0.000000
3.010045	0.000000	0.000000
3.020061	0.000000	0.000000
3.030103	0.000000	0.000000
3.040034	0.000000	0.000000
3.050044	0.000000	0.000000
3.055795	0.000000	0.000000
3.060049	0.000000	0.000000
3.070049	0.000000	0.000000
3.080055	0.000000	0.000000
3.090053	0.000000	0.000000
3.100056	0.000000	0.000000
3.108743	0.000000	0.000000
3.110073	0.000000	0.000000
3.120022	0.000000	0.000000
3.130017	0.000000	0.000000
3.140006	0.000000	0.000000
3.150020	0.000000	0.000000
3.158820	0.000000	0.000000
3.160020	0.000000	0.000000
3.169999	0.000000	0.000000
3.180002	0.000000	0.000000
3.190026	0.000000	0.000000
3.200063	0.000000	0.000000
3.209609	0.000000	0.000000
3.210007	0.000000	0.000000
3.220001	0.000000	0.000000
3.230036	0.000000	0.000000
3.240032	0.000000	0.000000
3.250019	0.000000	0.000000
3.260009	0.000000	0.000000
3.260850	0.000000	0.000000
3.270017	0.000000	0.000000
3.280046	0.000000	0.000000
3.289998	0.000000	0.000000
3.300001	0.000000	0.000000
3.310023	0.000000	0.000000
3.311845	0.000000	0.000000
3.319999	0.000000	0.000000
3.330015	0.000000	0.000000
3.340005	0.000000	0.000000
3.350023	0.000000	0.000000
3.360033	0.000000	0.000000
3.362444	0.000000	0.000000
3.369998	0.000000	0.000000
3.380008	0.000000	0.000000
3.390014	0.000000	0.000000
3.400038	0.000000	0.000000
3.410012	0.000000	0.000000
3.412657	0.000000	0.000000
3.420029	0.000000	0.000000
3.430022	0.000000	0.000000
3.440002	0.000000	0.000000
3.450043	0.000000	0.000000
3.460028	0.000000	0.000000
3.463521	0.000000	0.000000
3.470048	0.000000	0.000000
3.480061	0.000000	0.000000
3.490058	0.000000	0.000000
3.500062	0.000000	0.000000
3.514534	0.000000	0.000000
3.510089	0.000000	0.000000
3.520075	0.000000	0.000000
3.530102	0.000000	0.000000
3.540023	0.000000	0.000000
3.550034	0.000000	0.000000
3.560007	0.000000	0.000000
3.565484	0.000000	0.000000
3.570035	0.000000	0.000000
3.580050	0.000000	0.000000
3.590026	0.000000	0.000000
3.600008	0.000000	0.000000
3.610007	0.000000	0.000000
3.615596	0.000000	0.000000
3.620025	0.000000	0.000000
3.630007	0.000000	0.000000
3.640014	0.000000	0.000000
3.650054	0.000000	0.000000
3.660053	0.000000	0.000000
3.665721	0.000000	0.000000
3.670072	0.000000	0.000000
3.680009	0.000000	0.000000
3.690028	0.000000	0.000000
3.700076	0.000000	0.000000
3.710023	0.000000	0.000000
3.715721	0.000000	0.000000
3.720026	0.000000	0.000000
3.730153	0.000000	0.000000
3.740025	0.000000	0.000000
3.750031	0.000000	0.000000
3.760031	0.000000	0.000000
3.765728	0.000000	0.000000
3.770054	0.000000	0.000000
3.780108	0.000000	0.000000
3.790295	0.000000	0.000000
3.800021	0.000000	0.000000
3.810070	0.000000	0.000000
3.816496	0.000000	0.000000
3.820015	0.000000	0.000000
3.830041	0.000000	0.000000
3.840008	0.000000	0.000000
3.850053	0.000000	0.000000
3.860008	0.000000	0.000000
3.870054	0.000000	0.000000
3.880017	0.000000	0.000000
3.890061	0.000000	0.000000
3.900005	0.000000	0.000000
3.910020	0.000000	0.000000
3.920032	0.000000	0.000000
3.930037	0.000000	0.000000
3.940016	0.000000	0.000000
3.950052	0.000000	0.000000
3.960038	0.000000	0.000000
3.970008	0.000000	0.000000
3.980006	0.000000	0.000000
3.990043	0.000000	0.000000
4.000064	0.000000	0.000000
3.866500	0.000000	0.000000
3.916508	0.000000	0.000000
3.967441	0.000000	0.000000
4.010051	0.000000	0.000000
4.018474	0.000000	0.000000
4.020022	0.000000	0.000000
4.030000	0.000000	0.000000
4.040016	0.000000	0.000000
4.050030	0.000000	0.000000
4.060013	0.000000	0.000000
4.069447	0.000000	0.000000
4.070013	0.000000	0.000000
4.080014	0.000000	0.000000
4.090034	0.000000	0.000000
4.100045	0.000000	0.000000
4.110017	0.000000	0.000000
4.120031	0.000000	0.000000
4.120480	0.000000	0.000000
4.130023	0.000000	0.000000
4.140007	0.000000	0.000000
4.150011	0.000000	0.000000
4.160038	0.000000	0.000000
4.170039	0.000000	0.000000
4.180040	0.000000	0.000000
4.190044	0.000000	0.000000
4.200069	0.000000	0.000000
4.210031	0.000000	0.000000
4.220025	0.000000	0.000000
4.230042	0.000000	0.000000
4.240008	0.000000	0.000000
4.250032	0.000000	0.000000
4.260050	0.000000	0.000000
4.270068	0.000000	0.000000
4.280115	0.000000	0.000000
4.290036	0.000000	0.000000
4.300051	0.000000	0.000000
4.310048	0.000000	0.000000
4.320040	0.000000	0.000000
4.330039	0.000000	0.000000
4.340011	0.000000	0.000000
4.350053	0.000000	0.000000
4.360020	0.000000	0.000000
4.370000	0.000000	0.000000
4.380000	0.000000	0.000000
4.389999	0.000000	0.000000
4.400022	0.000000	0.000000
4.409999	0.000000	0.000000
4.420020	0.000000	0.000000
4.430019	0.000000	0.000000
4.439999	0.000000	0.000000
4.450058	0.000000	0.000000
4.460027	0.000000	0.000000
4.470015	0.000000	0.000000
4.480022	0.000000	0.000000
4.490021	0.000000	0.000000
4.500025	0.000000	0.000000
4.170485	0.000000	0.000000
4.220819	0.000000	0.000000
4.272634	0.000000	0.000000
4.323705	0.000000	0.000000
4.374414	0.000000	0.000000
4.425416	0.000000	0.000000
4.475545	0.000000	0.000000
4.526517	0.000000	0.000000
4.510019	0.000000	0.000000
4.520038	0.000000	0.000000
4.529997	0.000000	0.000000
4.540019	0.000000	0.000000
4.550030	0.000000	0.000000
4.560008	0.000000	0.000000
4.570021	0.000000	0.000000
4.576803	0.000000	0.000000
4.580013	0.000000	0.000000
4.590014	0.000000	0.000000
4.600013	0.000000	0.000000
4.610030	0.000000	0.000000
4.620005	0.000000	0.000000
4.628593	0.000000	0.000000
4.630023	0.000000	0.000000
4.640004	0.000000	0.000000
4.650002	0.000000	0.000000
4.660038	0.000000	0.000000
4.670009	0.000000	0.000000
4.679585	0.000000	0.000000
4.680114	0.000000	0.000000
4.690043	0.000000	0.000000
4.700089	0.000000	0.000000
4.710009	0.000000	0.000000
4.720031	0.000000	0.000000
4.730040	0.000000	0.000000
4.740053	0.000000	0.000000
4.750125	0.000000	0.000000
4.760057	0.000000	0.000000
4.770069	0.000000	0.000000
4.780213	0.000000	0.000000
4.790047	0.000000	0.000000
4.800049	0.000000	0.000000
4.810087	0.000000	0.000000
4.820005	0.000000	0.000000
4.830023	0.000000	0.000000
4.840005	0.000000	0.000000
4.850061	0.000000	0.000000
4.860194	0.000000	0.000000
4.870011	0.000000	0.000000
4.880025	0.000000	0.000000
4.890012	0.000000	0.000000
4.900018	0.000000	0.000000
4.910026	0.000000	0.000000
4.920041	0.000000	0.000000
4.930048	0.000000	0.000000
4.940041	0.000000	0.000000
4.950055	0.000000	0.000000
4.960013	0.000000	0.000000
4.970054	0.000000	0.000000
4.980046	0.000000	0.000000
4.990051	0.000000	0.000000
5.000057	0.000000	0.000000
4.730554	0.000000	0.000000
4.780555	0.000000	0.000000
4.831648	0.000000	0.000000
4.881662	0.000000	0.000000
4.932556	0.000000	0.000000
4.982556	0.000000	0.000000
5.010058	0.000000	0.000000
5.020013	0.000000	0.000000
5.030081	0.000000	0.000000
5.032649	0.000000	0.000000
5.040003	0.000000	0.000000
5.050035	0.000000	0.000000
5.060006	0.000000	0.000000
5.070001	0.000000	0.000000
5.079996	0.000000	0.000000
5.083417	0.000000	0.000000
5.090010	0.000000	0.000000
5.100002	0.000000	0.000000
5.110003	0.000000	0.000000
5.120001	0.000000	0.000000
5.130015	0.000000	0.000000
5.133422	0.000000	0.000000
5.140002	0.000000	0.000000
5.150023	0.000000	0.000000
5.160025	0.000000	0.000000
5.170007	0.000000	0.000000
5.180040	0.000000	0.000000
5.183453	0.000000	0.000000
5.190040	0.000000	0.000000
5.200070	0.000000	0.000000
5.210002	0.000000	0.000000
5.220002	0.000000	0.000000
5.230127	0.000000	0.000000
5.234537	0.000000	0.000000
5.240010	0.000000	0.000000
5.250021	0.000000	0.000000
5.260042	0.000000	0.000000
5.270020	0.000000	0.000000
5.280081	0.000000	0.000000
5.290031	0.000000	0.000000
5.300022	0.000000	0.000000
5.310048	0.000000	0.000000
5.320040	0.000000	0.000000
5.330044	0.000000	0.000000
5.340048	0.000000	0.000000
5.350046	0.000000	0.000000
5.360052	0.000000	0.000000
5.370042	0.000000	0.000000
5.380051	0.000000	0.000000
5.390054	0.000000	0.000000
5.400015	0.000000	0.000000
5.410012	0.000000	0.000000
5.420040	0.000000	0.000000
5.430017	0.000000	0.000000
5.440043	0.000000	0.000000
5.450047	0.000000	0.000000
5.460023	0.000000	0.000000
5.470006	0.000000	0.000000
5.480041	0.000000	0.000000
5.490020	0.000000	0.000000
5.499999	0.000000	0.000000
5.284738	0.000000	0.000000
5.334739	0.000000	0.000000
5.385480	0.000000	0.000000
5.436719	0.000000	0.000000
5.486719	0.000000	0.000000
5.510022	0.000000	0.000000
5.520004	0.000000	0.000000
5.529998	0.000000	0.000000
5.537522	0.000000	0.000000
5.540001	0.000000	0.000000
5.550016	0.000000	0.000000
5.560000	0.000000	0.000000
5.570016	0.000000	0.000000
5.580017	0.000000	0.000000
5.587633	0.000000	0.000000
5.590037	0.000000	0.000000
5.600028	0.000000	0.000000
5.610031	0.000000	0.000000
5.620018	0.000000	0.000000
5.630031	0.000000	0.000000
5.638708	0.000000	0.000000
5.640024	0.000000	0.000000
5.650034	0.000000	0.000000
5.660024	0.000000	0.000000
5.670025	0.000000	0.000000
5.679999	0.000000	0.000000
5.689565	0.000000	0.000000
5.690023	0.000000	0.000000
5.700069	0.000000	0.000000
5.710069	0.000000	0.000000
5.720128	0.000000	0.000000
5.730318	0.000000	0.000000
5.740049	0.000000	0.000000
5.750007	0.000000	0.000000
5.760028	0.000000	0.000000
5.770112	0.000000	0.000000
5.780215	0.000000	0.000000
5.790046	0.000000	0.000000
5.800033	0.000000	0.000000
5.810048	0.000000	0.000000
5.820035	0.000000	0.000000
5.830022	0.000000	0.000000
5.840059	0.000000	0.000000
5.850049	0.000000	0.000000
5.860028	0.000000	0.000000
5.870037	0.000000	0.000000
5.880049	0.000000	0.000000
5.890029	0.000000	0.000000
5.900009	0.000000	0.000000
5.910010	0.000000	0.000000
5.920019	0.000000	0.000000
5.930310	0.000000	0.000000
5.940003	0.000000	0.000000
5.950054	0.000000	0.000000
5.960034	0.000000	0.000000
5.970020	0.000000	0.000000
5.980052	0.000000	0.000000
5.990062	0.000000	0.000000
6.000041	0.000000	0.000000
5.739657	0.000000	0.000000
5.790623	0.000000	0.000000
5.840916	0.000000	0.000000
5.892694	0.000000	0.000000
5.942901	0.000000	0.000000
5.992902	0.000000	0.000000
6.010049	0.000000	0.000000
6.019998	0.000000	0.000000
6.030055	0.000000	0.000000
6.040005	0.000000	0.000000
6.042958	0.000000	0.000000
6.050009	0.000000	0.000000
6.060059	0.000000	0.000000
6.070052	0.000000	0.000000
6.080037	0.000000	0.000000
6.089998	0.000000	0.000000
6.092962	0.000000	0.000000
6.100033	0.000000	0.000000
6.109996	0.000000	0.000000
6.120006	0.000000	0.000000
6.130003	0.000000	0.000000
6.140005	0.000000	0.000000
6.142967	0.000000	0.000000
6.150020	0.000000	0.000000
6.160016	0.000000	0.000000
6.170033	0.000000	0.000000
6.180065	0.000000	0.000000
6.190041	0.000000	0.000000
6.192968	0.000000	0.000000
6.200047	0.000000	0.000000
6.210004	0.000000	0.000000
6.220002	0.000000	0.000000
6.230005	0.000000	0.000000
6.240039	0.000000	0.000000
6.250040	0.000000	0.000000
6.260030	0.000000	0.000000
6.270052	0.000000	0.000000
6.280096	0.000000	0.000000
6.290030	0.000000	0.000000
6.300016	0.000000	0.000000
6.310023	0.000000	0.000000
6.320043	0.000000	0.000000
6.330047	0.000000	0.000000
6.340051	0.000000	0.000000
6.350060	0.000000	0.000000
6.360127	0.000000	0.000000
6.370047	0.000000	0.000000
6.380055	0.000000	0.000000
6.390053	0.000000	0.000000
6.400025	0.000000	0.000000
6.410031	0.000000	0.000000
6.420005	0.000000	0.000000
6.429999	0.000000	0.000000
6.440013	0.000000	0.000000
6.450047	0.000000	0.000000
6.460031	0.000000	0.000000
6.469998	0.000000	0.000000
6.480002	0.000000	0.000000
6.489999	0.000000	0.000000
6.500017	0.000000	0.000000
6.243715	0.000000	0.000000
6.294502	0.000000	0.000000
6.344918	0.000000	0.000000
6.395900	0.000000	0.000000
6.445906	0.000000	0.000000
6.497584	0.000000	0.000000
6.510025	0.000000	0.000000
6.520040	0.000000	0.000000
6.530000	0.000000	0.000000
6.540022	0.000000	0.000000
6.549023	0.000000	0.000000
6.550019	0.000000	0.000000
6.560001	0.000000	0.000000
6.570001	0.000000	0.000000
6.579999	0.000000	0.000000
6.590021	0.000000	0.000000
6.599071	0.000000	0.000000
6.600038	0.000000	0.000000
6.610007	0.000000	0.000000
6.620009	0.000000	0.000000
6.629997	0.000000	0.000000
6.640031	0.000000	0.000000
6.649991	0.000000	0.000000
6.650016	0.000000	0.000000
6.660030	0.000000	0.000000
6.670018	0.000000	0.000000
6.680039	0.000000	0.000000
6.690002	0.000000	0.000000
6.700030	0.000000	0.000000
6.700738	0.000000	0.000000
6.710017	0.000000	0.000000
6.720031	0.000000	0.000000
6.730035	0.000000	0.000000
6.740073	0.000000	0.000000
6.750030	0.000000	0.000000
6.752060	0.000000	0.000000
6.760036	0.000000	0.000000
6.770020	0.000000	0.000000
6.780120	0.000000	0.000000
6.790038	0.000000	0.000000
6.800035	0.000000	0.000000
6.802066	0.000000	0.000000
6.810038	0.000000	0.000000
6.820035	0.000000	0.000000
6.830002	0.000000	0.000000
6.840020	0.000000	0.000000
6.850006	0.000000	0.000000
6.852069	0.000000	0.000000
6.860058	0.000000	0.000000
6.870005	0.000000	0.000000
6.880041	0.000000	0.000000
6.890020	0.000000	0.000000
6.900028	0.000000	0.000000
6.910006	0.000000	0.000000
6.920041	0.000000	0.000000
6.930049	0.000000	0.000000
6.940038	0.000000	0.000000
6.950021	0.000000	0.000000
6.960006	0.000000	0.000000
6.970148	0.000000	0.000000
6.980004	0.000000	0.000000
6.990038	0.000000	0.000000
7.000068	0.000000	0.000000
6.902073	0.000000	0.000000
6.953438	0.000000	0.000000
7.003449	0.000000	0.000000
7.010036	0.000000	0.000000
7.020001	0.000000	0.000000
7.030119	0.000000	0.000000
7.040000	0.000000	0.000000
7.050039	0.000000	0.000000
7.060008	0.000000	0.000000
7.060070	0.000000	0.000000
7.070008	0.000000	0.000000
7.080013	0.000000	0.000000
7.090046	0.000000	0.000000
7.100020	0.000000	0.000000
7.110001	0.000000	0.000000
7.110517	0.000000	0.000000
7.120043	0.000000	0.000000
7.130010	0.000000	0.000000
7.140012	0.000000	0.000000
7.150023	0.000000	0.000000
7.160030	0.000000	0.000000
7.160570	0.000000	0.000000
7.170033	0.000000	0.000000
7.180024	0.000000	0.000000
7.190024	0.000000	0.000000
7.200202	0.000000	0.000000
7.210130	0.000000	0.000000
7.220068	0.000000	0.000000
7.230073	0.000000	0.000000
7.240054	0.000000	0.000000
7.250038	0.000000	0.000000
7.260104	0.000000	0.000000
7.270006	0.000000	0.000000
7.280055	0.000000	0.000000
7.290015	0.000000	0.000000
7.300012	0.000000	0.000000
7.310091	0.000000	0.000000
7.320018	0.000000	0.000000
7.330045	0.000000	0.000000
7.340026	0.000000	0.000000
7.349999	0.000000	0.000000
7.360159	0.000000	0.000000
7.370015	0.000000	0.000000
7.380023	0.000000	0.000000
7.389999	0.000000	0.000000
7.399997	0.000000	0.000000
7.410031	0.000000	0.000000
7.420020	0.000000	0.000000
7.430011	0.000000	0.000000
7.440002	0.000000	0.000000
7.450035	0.000000	0.000000
7.460001	0.000000	0.000000
7.470002	0.000000	0.000000
7.480041	0.000000	0.000000
7.490018	0.000000	0.000000
7.500022	0.000000	0.000000
7.210649	0.000000	0.000000
7.260934	0.000000	0.000000
7.314661	0.000000	0.000000
7.364702	0.000000	0.000000
7.416119	0.000000	0.000000
7.467575	0.000000	0.000000
7.510016	0.000000	0.000000
7.517655	0.000000	0.000000
7.520023	0.000000	0.000000
7.530054	0.000000	0.000000
7.540033	0.000000	0.000000
7.550031	0.000000	0.000000
7.560037	0.000000	0.000000
7.567661	0.000000	0.000000
7.570005	0.000000	0.000000
7.580025	0.000000	0.000000
7.590019	0.000000	0.000000
7.600029	0.000000	0.000000
7.610007	0.000000	0.000000
7.619897	0.000000	0.000000
7.620027	0.000000	0.000000
7.630023	0.000000	0.000000
7.640007	0.000000	0.000000
7.650037	0.000000	0.000000
7.660034	0.000000	0.000000
7.670040	0.000000	0.000000
7.680035	0.000000	0.000000
7.690024	0.000000	0.000000
7.700084	0.000000	0.000000
7.710037	0.000000	0.000000
7.720037	0.000000	0.000000
7.730041	0.000000	0.000000
7.740041	0.000000	0.000000
7.750026	0.000000	0.000000
7.760064	0.000000	0.000000
7.770097	0.000000	0.000000
7.780073	0.000000	0.000000
